,loss,cohesion_loss,syntax_loss,vocabulary_loss,phraseology_loss,grammar_loss,conventions_loss,cohesion_root_mean_squared_error,syntax_root_mean_squared_error,vocabulary_root_mean_squared_error,phraseology_root_mean_squared_error,grammar_root_mean_squared_error,conventions_root_mean_squared_error,val_loss,val_cohesion_loss,val_syntax_loss,val_vocabulary_loss,val_phraseology_loss,val_grammar_loss,val_conventions_loss,val_cohesion_root_mean_squared_error,val_syntax_root_mean_squared_error,val_vocabulary_root_mean_squared_error,val_phraseology_root_mean_squared_error,val_grammar_root_mean_squared_error,val_conventions_root_mean_squared_error,MCRMSE,val_MCRMSE
0,0.29738563299179077,0.2950027287006378,0.29650381207466125,0.2999097406864166,0.29822760820388794,0.3018825054168701,0.29278799891471863,0.5027144551277161,0.505134642124176,0.5056463479995728,0.5045064091682434,0.5075171589851379,0.5009550452232361,0.24805550277233124,0.24586138129234314,0.24958564341068268,0.2661190330982208,0.2442627251148224,0.24344214797019958,0.23906210064888,0.465414822101593,0.46910402178764343,0.4818406403064728,0.4648264944553375,0.46326151490211487,0.4595852792263031,0.5044123431046804,0.46733879546324414
1,0.2869129478931427,0.2878524661064148,0.30509695410728455,0.2811584770679474,0.2831098735332489,0.28282609581947327,0.28143438696861267,0.4978903830051422,0.5110753178596497,0.49268436431884766,0.49461302161216736,0.49509087204933167,0.49309927225112915,0.25365254282951355,0.23999527096748352,0.25223222374916077,0.2712012231349945,0.26444947719573975,0.24538905918598175,0.24864792823791504,0.46165531873703003,0.4708385169506073,0.48618295788764954,0.48212528228759766,0.4655826687812805,0.46881648898124695,0.49740887184937793,0.47253353893756866
2,0.28296351432800293,0.27700087428092957,0.3078577518463135,0.27537238597869873,0.279907763004303,0.27659088373184204,0.2810511589050293,0.4906478822231293,0.5147048830986023,0.4895719885826111,0.4921713173389435,0.49013757705688477,0.4937034845352173,0.2554212212562561,0.26016125082969666,0.24047935009002686,0.2738912105560303,0.25987017154693604,0.2475603222846985,0.25056523084640503,0.4760618507862091,0.4623989164829254,0.48773956298828125,0.47672757506370544,0.4663155972957611,0.4669814109802246,0.495156188805898,0.4727041522661845
3,0.2765418589115143,0.2704668641090393,0.29719972610473633,0.2773095667362213,0.26946961879730225,0.27116885781288147,0.27363547682762146,0.48469382524490356,0.5042770504951477,0.49133095145225525,0.4843332767486572,0.4861147701740265,0.48676130175590515,0.26273113489151,0.25919726490974426,0.2395825982093811,0.29417359828948975,0.2646954655647278,0.2631920278072357,0.2555457353591919,0.47808486223220825,0.46126052737236023,0.504457414150238,0.48201724886894226,0.4806681275367737,0.47468432784080505,0.48958519597848255,0.48019541800022125
4,0.2714409828186035,0.2655898332595825,0.2826240360736847,0.2765549421310425,0.2632358968257904,0.2765277624130249,0.2641133666038513,0.48211076855659485,0.4948616623878479,0.4908143877983093,0.4803192913532257,0.4910028874874115,0.4809904992580414,0.24658170342445374,0.25036460161209106,0.24156659841537476,0.24919919669628143,0.2424207329750061,0.2569563686847687,0.2389826774597168,0.4681752920150757,0.462490439414978,0.46763288974761963,0.4626750946044922,0.4735024571418762,0.4586082696914673,0.4866832494735718,0.4655140737692515
5,0.27321261167526245,0.269657164812088,0.29243314266204834,0.26484474539756775,0.2737921178340912,0.2698837220668793,0.2686648666858673,0.4853145480155945,0.500983476638794,0.4815792739391327,0.48877668380737305,0.4852398633956909,0.48496460914611816,0.24286465346813202,0.2375478744506836,0.25897008180618286,0.23792213201522827,0.24046821892261505,0.24286548793315887,0.23941382765769958,0.45893195271492004,0.4772428572177887,0.45876017212867737,0.46103134751319885,0.46386247873306274,0.45861580967903137,0.48780974249045056,0.46307410299777985
6,0.27009281516075134,0.27164462208747864,0.2629110515117645,0.27085408568382263,0.27212050557136536,0.2681106925010681,0.2749154567718506,0.4852437674999237,0.4790343642234802,0.4847162961959839,0.4863146245479584,0.4825764000415802,0.48793116211891174,0.24668753147125244,0.24409064650535583,0.245053231716156,0.24716401100158691,0.24493055045604706,0.24439159035682678,0.25449487566947937,0.4653695523738861,0.46569323539733887,0.4672771990299225,0.4656229615211487,0.46534666419029236,0.4727020859718323,0.4843027691046397,0.46700194974740344
7,0.2622954249382019,0.26270759105682373,0.2607875168323517,0.2630920708179474,0.2624851167201996,0.2630535066127777,0.26164695620536804,0.47960934042930603,0.47805655002593994,0.4797341525554657,0.4797607958316803,0.479717493057251,0.4783826172351837,0.23833821713924408,0.23527106642723083,0.23563452064990997,0.24431879818439484,0.2387940138578415,0.2355828881263733,0.24042825400829315,0.45650726556777954,0.4569530487060547,0.4645608067512512,0.4595310091972351,0.45664286613464355,0.45998451113700867,0.47921015818913776,0.4590299179156621
8,0.2607043981552124,0.25966864824295044,0.2659805715084076,0.26049789786338806,0.25842341780662537,0.26066404581069946,0.2589923143386841,0.47659924626350403,0.48134341835975647,0.47700026631355286,0.475570946931839,0.4772166907787323,0.4758428931236267,0.24423885345458984,0.23745925724506378,0.25493761897087097,0.24042221903800964,0.2491060495376587,0.23699922859668732,0.24650859832763672,0.45826947689056396,0.472021222114563,0.4607749879360199,0.4672672152519226,0.45776450634002686,0.4642007052898407,0.4772622436285019,0.4633830189704895
9,0.26793286204338074,0.26907971501350403,0.2642216384410858,0.26815810799598694,0.26955851912498474,0.26905733346939087,0.26752227544784546,0.48416420817375183,0.48033490777015686,0.4837939143180847,0.4848611056804657,0.4842919111251831,0.4831354022026062,0.3023666739463806,0.2985953688621521,0.2909630835056305,0.3212774097919464,0.3149569630622864,0.2955079674720764,0.2928990423679352,0.5059923529624939,0.5008262395858765,0.5242850184440613,0.518761932849884,0.5036762356758118,0.5010395050048828,0.4834302415450414,0.5090968807538351
