,loss,cohesion_loss,syntax_loss,vocabulary_loss,phraseology_loss,grammar_loss,conventions_loss,cohesion_root_mean_squared_error,syntax_root_mean_squared_error,vocabulary_root_mean_squared_error,phraseology_root_mean_squared_error,grammar_root_mean_squared_error,conventions_root_mean_squared_error,val_loss,val_cohesion_loss,val_syntax_loss,val_vocabulary_loss,val_phraseology_loss,val_grammar_loss,val_conventions_loss,val_cohesion_root_mean_squared_error,val_syntax_root_mean_squared_error,val_vocabulary_root_mean_squared_error,val_phraseology_root_mean_squared_error,val_grammar_root_mean_squared_error,val_conventions_root_mean_squared_error,lr
0,0.6769022345542908,0.6128896474838257,0.7842760682106018,0.5486254692077637,0.7819623947143555,0.6371995210647583,0.6964605450630188,0.668760359287262,0.6974495649337769,0.6519054770469666,0.7101233601570129,0.6898932456970215,0.7154248952865601,0.34413039684295654,0.33558952808380127,0.3465926945209503,0.30258578062057495,0.3148306906223297,0.3995938003063202,0.36558985710144043,0.5310462117195129,0.5360642671585083,0.5080087184906006,0.5159998536109924,0.5734754800796509,0.5526202917098999,0.001
1,0.4056486189365387,0.38286375999450684,0.4088221490383148,0.3889668881893158,0.3964473307132721,0.44452792406082153,0.41226351261138916,0.5640848875045776,0.580429196357727,0.5675030946731567,0.5695689916610718,0.6017975211143494,0.5811880826950073,0.3614181876182556,0.3026655614376068,0.371237188577652,0.36897215247154236,0.3892940282821655,0.3756233751773834,0.36071673035621643,0.5097739100456238,0.5583086609840393,0.5578030943870544,0.5683954954147339,0.5611000657081604,0.5492868423461914,0.001
2,0.37949737906455994,0.36184677481651306,0.37677252292633057,0.37186282873153687,0.38736993074417114,0.39999768137931824,0.3791347146034241,0.5505601763725281,0.5617231726646423,0.5578611493110657,0.5687493681907654,0.5753895044326782,0.5635075569152832,0.4013945460319519,0.33776718378067017,0.36626261472702026,0.4144856631755829,0.30414557456970215,0.4774357080459595,0.508270800113678,0.5331668853759766,0.5538500547409058,0.587506115436554,0.5116857886314392,0.6272570490837097,0.6441009044647217,0.001
3,0.29175448417663574,0.30842140316963196,0.2847631871700287,0.2791759967803955,0.28181642293930054,0.2894335985183716,0.30691656470298767,0.51576167345047,0.4963470995426178,0.4925000071525574,0.4948563873767853,0.500176191329956,0.5136440396308899,0.3088288903236389,0.29739442467689514,0.2843080461025238,0.2971891462802887,0.2798437476158142,0.3255636990070343,0.3686746060848236,0.5050229430198669,0.4960586726665497,0.505149245262146,0.49314573407173157,0.5252082347869873,0.5537940859794617,0.00020000001
4,0.2897593677043915,0.29913949966430664,0.28361061215400696,0.2807767689228058,0.28669238090515137,0.28974828124046326,0.29858916997909546,0.510161280632019,0.4966886043548584,0.49507737159729004,0.49942153692245483,0.5022545456886292,0.5087224245071411,0.29527735710144043,0.29442912340164185,0.28492143750190735,0.2889827489852905,0.2793683707714081,0.3092605769634247,0.31470194458961487,0.5030466318130493,0.4963720738887787,0.49929898977279663,0.4927477240562439,0.5140777230262756,0.5170592069625854,0.00020000001
5,0.2842366695404053,0.29087334871292114,0.28338372707366943,0.27650415897369385,0.27923887968063354,0.28382834792137146,0.2915911376476288,0.5028835535049438,0.49592795968055725,0.4910667836666107,0.49254873394966125,0.4966021478176117,0.5028465390205383,0.31935760378837585,0.2937559187412262,0.3284427225589752,0.3176640272140503,0.28977444767951965,0.33086249232292175,0.35564544796943665,0.5027115941047668,0.5274892449378967,0.520209550857544,0.5009261965751648,0.5295187830924988,0.5464273691177368,0.00020000001
6,0.2806370258331299,0.28426259756088257,0.2794760763645172,0.27450069785118103,0.2755999267101288,0.27988865971565247,0.290093332529068,0.49806874990463257,0.49346184730529785,0.48960360884666443,0.4909951686859131,0.4932359457015991,0.5013911128044128,0.28687211871147156,0.28006190061569214,0.2848159372806549,0.28040191531181335,0.27654004096984863,0.29044070839881897,0.30897143483161926,0.4925001263618469,0.49568381905555725,0.4929090142250061,0.4901421070098877,0.5006957054138184,0.5134334564208984,0.00020000001
7,0.2914976179599762,0.29034626483917236,0.2973380386829376,0.28679248690605164,0.2874816060066223,0.2889815866947174,0.2980465590953827,0.5005846619606018,0.5062838792800903,0.49846556782722473,0.4984346032142639,0.5000372529029846,0.507307231426239,0.3489590883255005,0.3268135190010071,0.31716787815093994,0.33654481172561646,0.3369626998901367,0.33833155035972595,0.4379342198371887,0.5266363620758057,0.5195683240890503,0.5344234108924866,0.5351040959358215,0.5360967516899109,0.6031452417373657,0.00020000001
8,0.2872946560382843,0.28585052490234375,0.28834444284439087,0.28277191519737244,0.2810894846916199,0.286650687456131,0.29906150698661804,0.4981156885623932,0.49904054403305054,0.4945577383041382,0.4936693608760834,0.49760404229164124,0.5082019567489624,0.32198694348335266,0.29370924830436707,0.31948497891426086,0.31438252329826355,0.3023117482662201,0.3140472173690796,0.38798603415489197,0.5025256276130676,0.521696150302887,0.5188518166542053,0.5094782114028931,0.519253671169281,0.5687606930732727,0.00020000001
9,0.2711087465286255,0.2750844359397888,0.272439569234848,0.2660587430000305,0.2661554515361786,0.2699946463108063,0.27691975235939026,0.4907892942428589,0.48808446526527405,0.48298004269599915,0.48322010040283203,0.48608386516571045,0.49157869815826416,0.3762468993663788,0.3174697160720825,0.36248308420181274,0.38616475462913513,0.3628253936767578,0.3890555202960968,0.4394831359386444,0.5202877521514893,0.5525833368301392,0.5704114437103271,0.554054319858551,0.5726508498191833,0.6060168743133545,1e-04
